"Domain"	"Status"	"Study.Name"	"Genome.Name.Sample.Name"	"Sequencing.Center"	"IMG.Genome.ID."	"Phylum"	"Genus"	"Species"	"NCBI.Taxon.ID"	"RefSeq.Project.ID"	"NCBI.Project.ID"	"Genome.Completeness.."	"Culture.Type"	"Cultured"	"Depth"	"Ecosystem"	"Ecosystem.Category"	"Ecosystem.Subtype"	"Ecosystem.Type"	"Ecotype"	"Habitat"	"Isolation"	"Metabolism"	"Motility"	"Oxygen.Requirement"	"Phenotype"	"Salinity"	"Specific.Ecosystem"	"Sporulation"	"Temperature.Range"	"Genome.Size.....assembled"	"Gene.Count.....assembled"	"GC.....assembled"	"CDS.......assembled"	"rRNA.Count.....assembled"	"tRNA.Count.....assembled"	"Pseudo.Genes..."	"Horizontally.Transferred.."
"GCF_000011965.2_ASM1196v2"	"Bacteria"	"Finished"	"Ruegeria pomeroyi DSS-3"	"Ruegeria pomeroyi DSS-3"	"J. Craig Venter Institute (JCVI)"	637000267	"Proteobacteria"	"Ruegeria"	"Ruegeria pomeroyi"	246200	57863	281	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Fresh water"	"saltwater from water column"	""	"Motile"	"Aerobe"	"Sulfur cycle"	""	"Unclassified"	""	"Mesophile"	4601053	4355	0.64	98.35	9	53	0.71	6.93
"GCF_000511355.1_ASM51135v1"	"Bacteria"	"Finished"	"Whole genome type strain sequences of the genera Phaeobacter and Leisingera"	"Leisingera methylohalidivorans MB2, DSM 14336"	"DOE Joint Genome Institute (JGI)"	2512564009	"Proteobacteria"	"Leisingera"	"Leisingera methylohalidivorans"	999552	0	0	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Neritic zone"	"Marine"	""	"Aquatic, Sea water"	"Tide pool, USA."	""	""	""	""	"Halophile"	"Unclassified"	""	"Mesophile"	4650996	4608	0.62	98.24	15	62	6.55	2.65
"GCF_000014065.1_ASM1406v1"	"Bacteria"	"Finished"	"Roseobacter Clade Strains"	"Ruegeria sp. TM1040"	"DOE Joint Genome Institute (JGI)"	637000268	"Proteobacteria"	"Ruegeria"	"Ruegeria sp. TM1040"	292414	58193	13040	NA	"Isolate"	"Yes"	""	"Host-associated"	"Animal"	"Unclassified"	"Unclassified"	""	"Host, Marine"	"isolated from a marine dinoflagellate culture (Pfiesteria piscicida)"	"Carbon fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	""	"Mesophile"	4153699	3964	0.6	97.63	15	62	0.15	4.21
"GCF_000014045.1_ASM1404v1"	"Bacteria"	"Finished"	"Roseobacter denitrificans OCh 114"	"Roseobacter denitrificans OCh 114"	"TGen, Arizona State University"	639633056	"Proteobacteria"	"Roseobacter"	"Roseobacter denitrificans"	375451	58597	16426	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Fresh water, Host"	"seaweed, Enteromorpha linza"	""	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	""	"Mesophile"	4331234	4201	0.59	98.69	3	38	0.4	4.38
"GCF_000017565.1_ASM1756v1"	"Bacteria"	"Finished"	"LAS biofilm Proposal # 0183-051117"	"Parvibaculum lavamentivorans DS-1"	"DOE Joint Genome Institute (JGI)"	640753040	"Proteobacteria"	"Parvibaculum"	"Parvibaculum lavamentivorans"	402881	58739	17639	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Host, Sludge"	"Sewage treatment plant in Germany"	"Surfactant-degrading"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3914745	3714	0.62	98.38	3	45	0.48	42.89
"GCF_000166055.1_ASM16605v1"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Rhodomicrobium vannielii ATCC 17100"	"DOE Joint Genome Institute (JGI)"	649633090	"Proteobacteria"	"Rhodomicrobium"	"Rhodomicrobium vannielii"	648757	43247	38253	NA	"Isolate"	"Yes"	""	""	""	""	""	""	""	""	"Nitrogen fixation"	""	""	""	""	""	""	"Mesophile"	4014469	3739	0.62	98.45	6	49	3.1	16.98
"GCA_000230975.3_ASM23097v3"	"Bacteria"	"Finished"	"Sequencing the genomes of six novel denitrifying bacterial isolates from the uranium and nitrate contaminated subsurface at the U.S. DOE Oak Ridge Integrated Field Research Center (OR-IFRC)"	"Hyphomicrobium denitrificans 1NES1"	"DOE Joint Genome Institute (JGI)"	2506783045	"Proteobacteria"	"Hyphomicrobium"	"Hyphomicrobium denitrificans"	670307	61091	61091	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Soil"	""	""	"Motile"	"Aerobe"	""	""	""	"Nonsporulating"	"Mesophile"	3808687	3778	0.6	98.54	3	47	2.38	4.47
"GCF_000143145.1_ASM14314v1"	"Bacteria"	"Finished"	"CSP_787681, Stalked bacteria"	"Hyphomicrobium denitrificans ATCC 51888"	"DOE Joint Genome Institute (JGI)"	648028034	"Proteobacteria"	"Hyphomicrobium"	"Hyphomicrobium denitrificans"	582899	50325	33261	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Fresh water"	""	""	"Motile"	"Aerobe"	""	""	""	"Nonsporulating"	"Mesophile"	3638969	3600	0.61	98.56	3	46	1	5.03
"GCF_000253295.1_ASM25329v1"	"Bacteria"	"Finished"	"Hyphomicrobium sp. MC1"	"Hyphomicrobium sp. MC1"	"CEA Genoscope"	650716042	"Proteobacteria"	"Hyphomicrobium"	"Hyphomicrobium sp. MC1"	717785	68453	67153	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Aquatic, Soil, Wastewater"	""	""	""	"Aerobe"	""	""	""	""	""	4757528	4952	0.59	98.81	3	47	0	8.18
"GCF_000230555.1_ASM23055v1"	"Bacteria"	"Finished"	"Pelagibacterium halotolerans B2"	"Pelagibacterium halotolerans B2"	"Zhejiang University"	2511231054	"Proteobacteria"	"Pelagibacterium"	"Pelagibacterium halotolerans"	1082931	74393	72927	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Marine"	""	"Aquatic, Marine"	"seawater sample collected from the East China Sea"	""	""	""	""	""	"Unclassified"	""	""	3948887	3940	0.61	98.65	6	47	0.15	6.24
"GCF_000192745.1_ASM19274v1"	"Bacteria"	"Finished"	"Polymorphum gilvum SL003B-26A1"	"Polymorphum gilvum SL003B-26A1"	"Peking University"	2512047034	"Proteobacteria"	"Polymorphum"	"Polymorphum gilvum"	991905	65447	63293	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"crude oil-polluted saline soil in Shengli Oilfield, China"	""	""	""	""	""	"Oil-contaminated"	""	""	4718963	4453	0.67	98.74	6	50	0.09	1.48
"GCF_000236645.1_ASM23664v1"	"Bacteria"	"Finished"	"Pseudovibrio sp. FO-BEG1"	"Pseudovibrio sp. FO-BEG1"	"Max Planck Institute"	2511231065	"Proteobacteria"	"Pseudovibrio"	"Pseudovibrio sp. FO-BEG1"	911045	82373	73563	NA	"Isolate"	"Yes"	""	"Host-associated"	"Cnidaria"	"Unclassified"	"Unclassified"	""	"Aquatic"	"black band diseased coral"	""	"Motile"	"Facultative"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	5916782	5560	0.52	98.44	18	69	0.09	2.59
"GCF_000014245.1_ASM1424v1"	"Bacteria"	"Finished"	"Mesorhizobium sp. BNC1"	"Chelativorans sp. BNC1"	"DOE Joint Genome Institute (JGI)"	637000160	"Proteobacteria"	"Chelativorans"	"Chelativorans sp. BNC1"	266779	58069	10690	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Host"	"Mixed-culture enriched from sewage using the chelating agent EDTA"	"EDTA degrading, Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	""	"Mesophile"	4935185	4694	0.61	98.3	6	52	1.51	17.85
"GCF_000009625.1_ASM962v1"	"Bacteria"	"Finished"	"Mesorhizobium loti MAFF303099"	"Mesorhizobium loti MAFF303099"	"Kazusa DNA Research Institute"	637000159	"Proteobacteria"	"Mesorhizobium"	"Mesorhizobium loti"	266835	57601	18	NA	"Isolate"	"Yes"	""	"Host-associated"	"Birds"	"Unclassified"	"Unclassified"	""	"Host"	"Japanese bird's-foot trefoil"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	""	"Mesophile"	7596297	7356	0.63	98.86	6	53	0	6.38
"GCF_000176035.2_ASM17603v2"	"Bacteria"	"Finished"	"CSP_300131_795687"	"Mesorhizobium opportunistum WSM2075 (final version from ORNL)"	"DOE Joint Genome Institute (JGI)"	2503198000	"Proteobacteria"	"Mesorhizobium"	"Mesorhizobium opportunistum"	536019	0	33861	NA	"Isolate"	"Yes"	"0-10 cm"	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Rhizosphere, Root nodule"	"root nodules of the pasture legume Biserrula pelecinus that had been inoculated with M. ciceri bv. biserrulae WSM1271"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6884444	6747	0.63	99.08	6	53	2.62	0.09
"GCA_000230995.3_ASM23099v3"	"Bacteria"	"Finished"	"CSP_300131_795687"	"Mesorhizobium australicum WSM2073"	"DOE Joint Genome Institute (JGI)"	2509276022	"Proteobacteria"	"Mesorhizobium"	"Mesorhizobium australicum"	754035	0	47287	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant root, Rhizosphere, Root nodule"	"root nodules on the pasture legume Biserrula pelecinus growing in Antonio's farm, Antonio Rd, Northam, Western Australia"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6200534	6080	0.63	98.9	6	52	3.63	1.41
"GCF_000185905.1_ASM18590v1"	"Bacteria"	"Finished"	"CSP_300131_795687"	"Mesorhizobium ciceri bv. biserrulae WSM1271"	"DOE Joint Genome Institute (JGI)"	649633066	"Proteobacteria"	"Mesorhizobium"	"Mesorhizobium ciceri"	765698	62101	48991	NA	"Isolate"	"Yes"	"10 cm"	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant root, Rhizosphere, Root nodule, Soil"	"root nodules of the pasture legume Biserrula pelecinus growing in the Mediterranean basin"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6690028	6531	0.63	99.07	6	52	3.15	0.6
"GCF_000017405.1_ASM1740v1"	"Bacteria"	"Finished"	"WFO-LLNL proposal"	"Ochrobactrum anthropi ATCC 49188"	"DOE Joint Genome Institute (JGI)"	640753038	"Proteobacteria"	"Ochrobactrum"	"Ochrobactrum anthropi"	439375	58921	19485	NA	"Isolate"	"Yes"	""	"Engineered"	"Industrial production"	"Unclassified"	"Engineered product"	""	"Host, Sludge, Soil, Terrestrial"	"Arsenical cattle-dipping fluid"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	5205777	4952	0.56	98.06	12	58	1.15	6.52
"GCF_000227645.1_ASM22764v1"	"Bacteria"	"Finished"	"Brucella melitensis NI"	"Brucella melitensis bv. 3 NI"	"China Agricultural University"	2511231208	"Proteobacteria"	"Brucella"	"Brucella melitensis"	1029825	158853	66633	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	""	"Infected cattle in Inner Mongolia of China"	""	""	""	""	""	"Unclassified"	""	""	3294475	3290	0.57	98.15	9	52	0	0.09
"GCF_000192725.1_ASM19272v1"	"Bacteria"	"Finished"	"Brucella melitensis M28"	"Brucella melitensis M28"	"Chinese National Human Genome Center at Shanghai"	651053010	"Proteobacteria"	"Brucella"	"Brucella melitensis"	941967	158857	61505	NA	"Isolate"	"Yes"	""	"Host-associated"	"Mammals"	"Unclassified"	"Unclassified"	""	"Host"	"Sheep"	""	"Nonmotile"	"Aerobe"	"Intracellular pathogen, Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	3311748	3427	0.57	98.13	9	55	0	0.06
"GCF_000018545.1_ASM1854v1"	"Bacteria"	"Finished"	"Rhizobium sp. NGR234 (ANU265)"	"Ensifer fredii NGR234"	"University of Gottingen, University of Geneva"	643692032	"Proteobacteria"	"Ensifer"	"Ensifer fredii"	394	59081	21101	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant root, Root nodule"	"root nodule, Lablab purpureus, from New Guinea"	"Nitrogen fixation, Stores polyhydroxybutyrate"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6891900	6437	0.62	99.05	9	52	0	5.41
"GCF_000017145.1_ASM1714v1"	"Bacteria"	"Finished"	"Sinorhizobium medicae"	"Ensifer medicae WSM419"	"DOE Joint Genome Institute (JGI)"	640753051	"Proteobacteria"	"Ensifer"	"Ensifer medicae"	366394	58549	16304	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Plant root, Rhizosphere, Root nodule, Soil"	"Forestry Station 7 k south of Tempio, Sardinia"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6817576	6599	0.61	98.77	9	53	4.62	3.32
"GCA_000147775.3_ASM14777v3"	"Bacteria"	"Finished"	"CSP_300163_796808"	"Ensifer meliloti BL225C"	"DOE Joint Genome Institute (JGI)"	648276728	"Proteobacteria"	"Ensifer"	"Ensifer meliloti"	698936	52605	42477	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Agricultural field"	""	"Host, Plant root, Root nodule, Soil"	"alfalfa field, Italy"	"Nitrogen fixation, Nitrogen fixer- aerobic, Stores polyhydroxybutyrate"	"Motile"	"Aerobe"	"Nitrogen cycle, Streptomycin resistant, Symbiotic"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6968865	6769	0.62	99.16	5	52	0	0.64
"GCF_000016285.1_ASM1628v1"	"Bacteria"	"Finished"	"Agrobacterium vitis S4"	"Agrobacterium vitis bv. III S4"	"University of Washington"	643348505	"Proteobacteria"	"Agrobacterium"	"Agrobacterium vitis"	311402	58249	13372	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Root nodule"	"aerial gall that developed on a two-year-old woody grapevine cane"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	6320946	5455	0.57	98.79	12	54	0	10.39
"GCF_000192635.1_ASM19263v1"	"Bacteria"	"Finished"	"Agrobacterium sp. H13-3"	"Agrobacterium sp. H13-3"	"Bielefeld University"	650716007	"Proteobacteria"	"Agrobacterium"	"Agrobacterium sp. H13-3"	861208	63403	50341	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Rhizosphere, Soil"	"rhizosphere of Lupinus luteus"	""	"Chemotactic"	""	""	""	"Unclassified"	""	""	5573770	5417	0.59	98.67	15	57	0	2.23
"GCF_000092025.1_ASM9202v1"	"Bacteria"	"Finished"	"Agrobacterium tumefaciens C58-UWash"	"Agrobacterium tumefaciens C58-UWash"	"Cereon Genomics"	639279302	"Proteobacteria"	"Agrobacterium"	"Agrobacterium tumefaciens"	176299	282	282	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Root nodule"	"cherry gall ( Prunus sp  cv  Montmorency)"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	5674064	5491	0.59	98.38	12	53	0	4.28
"GCF_000021345.1_ASM2134v1"	"Bacteria"	"Finished"	"CSP_776821"	"Rhizobium leguminosarum bv. trifolii WSM2304"	"DOE Joint Genome Institute (JGI)"	643348569	"Proteobacteria"	"Rhizobium"	"Rhizobium leguminosarum"	395492	58997	20179	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Plant root, Root nodule, Soil"	"Glencoe Research Station, INIA Uruguay"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6872702	6643	0.61	99.07	9	53	2.5	2.92
"GCF_000020265.1_ASM2026v1"	"Bacteria"	"Finished"	"Nitrogen-fixing symbiotic bacteria"	"Rhizobium etli CIAT 652"	"National Autonomous University of Mexico"	642555152	"Proteobacteria"	"Rhizobium"	"Rhizobium etli"	491916	59115	28021	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Plant root, Root nodule"	"Phaseolus vulgaris"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6448048	6132	0.61	99.02	9	51	0.13	0.31
"GCF_000092045.1_ASM9204v1"	"Bacteria"	"Finished"	"Rhizobium etli CFN 42, DSM 11541"	"Rhizobium etli CFN 42, DSM 11541"	"National Autonomous University of Mexico"	640427137	"Proteobacteria"	"Rhizobium"	"Rhizobium etli"	347834	58377	13932	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Plant root, Root nodule"	"Phaseolus vulgaris, Guanajuato Mexico"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6530228	6117	0.61	98.71	9	50	1.21	0.44
"GCF_000023185.1_ASM2318v1"	"Bacteria"	"Finished"	"CSP_776821"	"Rhizobium leguminosarum bv. trifolii WSM1325"	"DOE Joint Genome Institute (JGI)"	644736401	"Proteobacteria"	"Rhizobium"	"Rhizobium leguminosarum"	395491	58991	20097	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Intertidal zone"	"Marine"	""	"Host, Plant root, Root nodule, Soil"	"Livadi  beach, Serifos, Cyclades, Greece"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Beach"	"Nonsporulating"	"Mesophile"	7418122	7292	0.61	99.18	9	51	3.17	1.81
"GCF_000520875.1_ASM52087v1"	"Bacteria"	"Finished"	"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity"	"Rhizobium leguminosarum bv. trifolii CB782"	"DOE Joint Genome Institute (JGI)"	2510065076	"Proteobacteria"	"Rhizobium"	"Rhizobium leguminosarum"	1033991	0	67103	NA	"Isolate"	"Yes"	""	""	""	""	""	""	"Host, Plant root, Root nodule, Soil"	""	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	""	"Nonsporulating"	"Mesophile"	6703653	6559	0.61	98.67	9	50	3.7	0.98
"GCF_000517605.1_ASM51760v1"	"Bacteria"	"Finished"	"Analysis of the clover, pea/bean and lupin microsymbiont genetic pool by studying isolates from distinct Vavilov centres of diversity"	"Rhizobium leguminosarum bv. trifolii WSM1689"	"DOE Joint Genome Institute (JGI)"	2510065019	"Proteobacteria"	"Rhizobium"	"Rhizobium leguminosarum"	754523	0	62289	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant root, Root nodule, Soil"	"root nodule of Trifolium uniflorum collected on the edge of a valley 6 km from Eggares on the Greek Island of Naxos"	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6903379	6798	0.61	98.69	9	51	3.03	1.37
"GCF_000009265.1_ASM926v1"	"Bacteria"	"Finished"	"Rhizobium leguminosarum bv. viciae 3841"	"Rhizobium leguminosarum bv. viciae 3841"	"Wellcome Trust Sanger Institute"	639633055	"Proteobacteria"	"Rhizobium"	"Rhizobium leguminosarum"	216596	57955	344	NA	"Isolate"	"Yes"	""	"Host-associated"	""	""	""	""	"Host, Plant root, Root nodule"	""	"Nitrogen fixation"	"Motile"	"Aerobe"	"Non-Pathogen"	""	""	"Nonsporulating"	"Mesophile"	7751309	7357	0.61	98.9	9	52	1.73	3.14
"GCF_000016265.1_ASM1626v1"	"Bacteria"	"Finished"	"Rhizobium rhizogenes K84"	"Rhizobium rhizogenes bv. II K84"	"University of Washington"	643348504	"Proteobacteria"	"Agrobacterium"	"Agrobacterium radiobacter"	311403	58269	13402	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host, Root nodule"	"plant (surface of crown gall tumor)"	""	"Motile"	"Aerobe"	"Pathogen"	""	"Unclassified"	""	"Mesophile"	7273300	6744	0.6	99.11	9	51	0	10.11
"GCF_000019365.1_ASM1936v1"	"Bacteria"	"Finished"	"LGT in Methylobacteria Proposal # 0165-051130"	"Methylobacterium sp. 4-46"	"DOE Joint Genome Institute (JGI)"	641522639	"Proteobacteria"	"Methylobacterium"	"Methylobacterium sp. 4-46"	426117	58843	18809	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Root nodule"	"Nodulates Lotononis bainesii and a photosynthesizer, unlike other Methylobacterium strains or any of their close relatives"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	7737025	7125	0.72	98.85	18	63	4.93	8.14
"GCF_000022085.1_ASM2208v1"	"Bacteria"	"Finished"	"LGT in Methylobacteria Proposal # 0165-051130"	"Methylobacterium nodulans ORS 2060"	"DOE Joint Genome Institute (JGI)"	643348564	"Proteobacteria"	"Methylobacterium"	"Methylobacterium nodulans"	460265	59023	20477	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Rhizoplane"	""	"Host, Plant root, Root nodule"	"Root nodules from the legume Crotalaria"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	8839022	8885	0.68	98.94	21	73	5.44	8.84
"GCF_000019725.1_ASM1972v1"	"Bacteria"	"Finished"	"LGT in Methylobacteria Proposal # 0165-051130"	"Methylobacterium radiotolerans JCM 2831"	"DOE Joint Genome Institute (JGI)"	641522638	"Proteobacteria"	"Methylobacterium"	"Methylobacterium radiotolerans"	426355	58845	18817	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host"	"unpolished rice"	"Nitrogen fixation"	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	6899110	6510	0.71	98.79	19	60	0	11.47
"GCF_000019945.1_ASM1994v1"	"Bacteria"	"Finished"	"LGT in Methylobacteria Proposal # 0165-051130"	"Methylobacterium populi BJ001"	"DOE Joint Genome Institute (JGI)"	642555139	"Proteobacteria"	"Methylobacterium"	"Methylobacterium populi"	441620	58937	19559	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Endophyte, Host"	"poplar plantlets and from tissue cultures (Populus deltoidesxnigra DN34) that were developed initially from surface-sterilized explants and maintained under axenic conditions"	""	"Motile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	5848997	5538	0.69	98.66	15	58	1.79	6.88
"GCF_000021845.1_ASM2184v1"	"Bacteria"	"Finished"	"LGT in Methylobacteria Proposal # 0165-051130"	"Methylobacterium chloromethanicum CM4"	"DOE Joint Genome Institute (JGI)"	643348563	"Proteobacteria"	"Methylobacterium"	"Methylobacterium chloromethanicum"	440085	58933	19527	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil at a petrochemical factory in Tatarstan Russia"	""	"Motile"	"Aerobe"	""	""	"Contaminated"	"Nonsporulating"	"Mesophile"	6180732	5847	0.68	98.7	15	61	4.36	3.22
"GCF_000019845.1_ASM1984v1"	"Bacteria"	"Finished"	"Obligate methanotrophy CSP_777358"	"Beijerinckia indica indica ATCC 9039"	"DOE Joint Genome Institute (JGI)"	641522606	"Proteobacteria"	"Beijerinckia"	"Beijerinckia indica"	395963	59057	20841	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"acid soil"	"Nitrogen fixation"	"Nonmotile"	"Aerobe"	"Nonmethanotrophic"	""	"Unclassified"	""	"Mesophile"	4418616	3850	0.57	98.39	10	52	0.1	17.53
"GCF_000021745.1_ASM2174v1"	"Bacteria"	"Finished"	"Obligate methanotrophy CSP_777358"	"Methylocella silvestris BL2, DSM 15510"	"DOE Joint Genome Institute (JGI)"	643348565	"Proteobacteria"	"Methylocella"	"Methylocella silvestris"	395965	59433	20635	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Unclassified"	""	""	"Acidic forest cambisol near Marburg Germany"	"Methane oxidation"	"Nonmotile"	"Aerobe"	"Acidophile"	""	"Unclassified"	""	"Psychrotolerant"	4305430	3971	0.63	98.64	6	48	2.49	12.06
"GCF_000092925.1_ASM9292v1"	"Bacteria"	"Finished"	"CSP_787087, Facultatively Methylotrophic Sulfur Oxidizing Bacteria"	"Starkeya novella DSM 506"	"DOE Joint Genome Institute (JGI)"	648028054	"Proteobacteria"	"Starkeya"	"Starkeya novella"	639283	48815	37659	NA	"Isolate"	"Yes"	""	"Environmental"	"Terrestrial"	"Unclassified"	"Soil"	""	"Soil"	"Soil"	"Carbon dioxide fixation"	"Nonmotile"	"Aerobe"	""	""	"Unclassified"	"Nonsporulating"	"Mesophile"	4765023	4563	0.68	98.86	3	46	1.75	14.22
"GCF_000017645.1_ASM1764v1"	"Bacteria"	"Finished"	"Xanthobacter autotrophicus strain Py2"	"Xanthobacter autotrophicus Py2"	"DOE Joint Genome Institute (JGI)"	640753059	"Proteobacteria"	"Xanthobacter"	"Xanthobacter autotrophicus"	78245	58453	15756	NA	"Isolate"	"Yes"	""	"Environmental"	"Aquatic"	"Unclassified"	"Freshwater"	""	"Aquatic, Fresh water, Sediment, Soil"	"freshwater (ditch water)"	"Nitrogen fixation"	"Motile"	"Facultative"	""	""	"Unclassified"	""	"Mesophile"	5625098	5169	0.67	98.57	6	51	1.16	12.32
"GCF_000010525.1_ASM1052v1"	"Bacteria"	"Finished"	"Azorhizobium caulinodans ORS 571"	"Azorhizobium caulinodans ORS 571"	"University of Tokyo"	641228476	"Proteobacteria"	"Azorhizobium"	"Azorhizobium caulinodans"	438753	58905	19267	NA	"Isolate"	"Yes"	""	"Host-associated"	"Plants"	"Unclassified"	"Unclassified"	""	"Host"	"Sesbania rostrata,stem nodules"	"Nitrogen fixation"	""	""	""	""	"Unclassified"	""	"Mesophile"	5369772	4781	0.67	98.68	9	53	0	12.36
"GCF_000218585.1_ASM21858v1"	"Bacteria"	"Finished"	"Oligotropha carboxidovorans OM4"	"Oligotropha carboxidovorans OM4"	"University of Gottingen"	651053055	"Proteobacteria"	"Oligotropha"	"Oligotropha carboxidovorans"	1031710	162135	66839	NA	"Isolate"	"Yes"	""	"Engineered"	"Wastewater"	"Unclassified"	"Unclassified"	""	"Aquatic"	"waste water in G?ttingen, Germany"	""	""	""	""	""	"Unclassified"	""	"Mesophile"	3839771	3625	0.62	98.59	3	48	0	0.14
